The U.S. Department of State Data Use Statement at http://: applies to these and all data available from the Ulaanbaatar Mongolia air quality monitoring program.,,,,,,,,,,
Ulaanbaatar Air Quality Monitoring program January-2017,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,AQI,Duration
Ulaanbaatar,PM2.5,1/31/17 7:00,2017,1,31,7,0.189,mg/m³,239,1 Hr
Ulaanbaatar,PM2.5,1/31/17 8:00,2017,1,31,8,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/31/17 9:00,2017,1,31,9,0.276,mg/m³,321,1 Hr
Ulaanbaatar,PM2.5,1/31/17 10:00,2017,1,31,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/31/17 11:00,2017,1,31,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/31/17 12:00,2017,1,31,12,0.253,mg/m³,303,1 Hr
Ulaanbaatar,PM2.5,1/31/17 13:00,2017,1,31,13,0.231,mg/m³,281,1 Hr
Ulaanbaatar,PM2.5,1/31/17 14:00,2017,1,31,14,0.153,mg/m³,203,1 Hr
Ulaanbaatar,PM2.5,1/31/17 15:00,2017,1,31,15,0.062,mg/m³,154,1 Hr
Ulaanbaatar,PM2.5,1/31/17 16:00,2017,1,31,16,0.044,mg/m³,122,1 Hr
Ulaanbaatar,PM2.5,1/31/17 17:00,2017,1,31,17,0.064,mg/m³,155,1 Hr
Ulaanbaatar,PM2.5,1/31/17 18:00,2017,1,31,18,0.059,mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,1/31/17 19:00,2017,1,31,19,0.036,mg/m³,102,1 Hr
Ulaanbaatar,PM2.5,1/31/17 20:00,2017,1,31,20,0.107,mg/m³,178,1 Hr
Ulaanbaatar,PM2.5,1/31/17 21:00,2017,1,31,21,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/31/17 22:00,2017,1,31,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/31/17 23:00,2017,1,31,23,,mg/m³,,1 Hr
